Boat ID,Commander,Patrol Number,Patrol Length,Patrol Kind,Departure Date,Departure Port,Arrival Date,Arrival Port,Tonnage,Date Ordered,Date Launched,Date Commissioned,Fate,Fate Text,Date of Fate
29,Kptlt.  Otto Schuhart,1,39,P,19/08/1939,Wilhelmshaven,26/09/1939,Wilhelmshaven,"41,905",01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,2,33,P,14/11/1939,Wilhelmshaven,16/12/1939,Wilhelmshaven,NA,01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,3,2,P,06/02/1940,Wilhelmshaven,07/02/1940,Helgoland,NA,01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,4,8,P,27/04/1940,Trondheim,04/05/1940,Wilhelmshaven,NA,01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,5,46,P,27/05/1940,Wilhelmshaven,11/07/1940,Wilhelmshaven,"26,638",01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,6,21,P,11/09/1940,Bergen,01/10/1940,Lorient,"6,223",01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
29,Kptlt.  Otto Schuhart,7,39,P,26/10/1940,Lorient,03/12/1940,Wilhelmshaven,NA,01/04/1935,29/08/1936,16/11/1936,DECOM,"Decommissioned on 17 April 1944 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck still present in June 1993. 
",17/04/1944
30,Oblt.  Fritz-Julius Lemp,1,37,P,22/08/1939,Wilhelmshaven,27/09/1939,Wilhelmshaven,"23,206",01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,2,6,P,09/12/1939,Wilhelmshaven,14/12/1939,Wilhelmshaven,NA,01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,3,26,P,23/12/1939,Wilhelmshaven,17/01/1940,Wilhelmshaven,"64,607",01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,4,20,P,11/03/1940,Wilhelmshaven,30/03/1940,Wilhelmshaven,NA,01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,5,32,P,03/04/1940,Wilhelmshaven,04/05/1940,Wilhelmshaven,NA,01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,6,30,P,08/06/1940,Wilhelmshaven,07/07/1940,Lorient,"22,300",01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,7,12,P,13/07/1940,Lorient,24/07/1940,Lorient,712,01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
30,Kptlt.  Fritz-Julius Lemp,8,26,P,05/08/1940,Lorient,30/08/1940,Kiel,"12,407",01/04/1935,04/08/1936,08/10/1936,DECOM,"Decommissioned on 23 January 1945 and used as instructional boat. Scuttled on 5 May 1945 in Kupfermühlen Bay near Flensburg. Wreck broken up in 1948. 
",23/01/1945
31,Kptlt.  Johannes Habekost,1,7,P,27/08/1939,Memel,02/09/1939,Wilhelmshaven,NA,01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Johannes Habekost,2,24,P,09/09/1939,Wilhelmshaven,02/10/1939,Wilhelmshaven,"8,706",01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Johannes Habekost,3,11,P,21/10/1939,Wilhelmshaven,31/10/1939,Wilhelmshaven,"34,110",01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Johannes Habekost,4,23,P,19/11/1939,Wilhelmshaven,11/12/1939,Wilhelmshaven,"9,256",01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Johannes Habekost,5,21,P,15/01/1940,Wilhelmshaven,04/02/1940,Wilhelmshaven,NA,01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Wilfried Prellberg,6,23,P,16/09/1940,Wilhelmshaven,08/10/1940,Lorient,"4,400",01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
31,Kptlt.  Wilfried Prellberg,7,15,P,19/10/1940,Lorient,02/11/1940,Sunk,"5,389",01/04/1935,25/09/1936,28/12/1936,SANK,"Sunk on 11 March 1940 in the Jade Bight in position 53.37N, 08.10E by bombs from a British Bristol Blenheim aircraft (82 Sqn RAF/O). 58 dead (all hands lost).Raised on 15 March 1940, repaired at Wilhelmshaven and returned to service on 30 July 1940. Sunk again on 2 November 1940, in the North Atlantic north-west of Ireland in position 56.26N, 10.18W by depth charges from the British destroyer HMS Antelope. 2 dead and 44 survivors.
",11/03/1940
32,Kptlt.  Paul Büchel,1,6,P,27/08/1939,Memel,01/09/1939,Kiel,NA,01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Kptlt.  Paul Büchel,2,26,P,05/09/1939,Kiel,30/09/1939,Wilhelmshaven,"23,263",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Kptlt.  Paul Büchel,3,26,P,28/12/1939,Wilhelmshaven,22/01/1940,Wilhelmshaven,959,01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,4,27,P,26/02/1940,Wilhelmshaven,23/03/1940,Wilhelmshaven,"2,818",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,5,7,P,08/05/1940,Trondheim,14/05/1940,Wilhelmshaven,NA,01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,6,29,P,03/06/1940,Wilhelmshaven,01/07/1940,Wilhelmshaven,"16,098",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,7,25,P,15/08/1940,Wilhelmshaven,08/09/1940,Lorient,"21,093",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,8,19,P,18/09/1940,Lorient,06/10/1940,Lorient,"50,531",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
32,Oblt.  Hans Jenisch,9,7,P,24/10/1940,Lorient,30/10/1940,Sunk,"42,348",01/04/1935,25/02/1937,15/04/1937,SANK,"Sunk on 30 October 1940 in the North Atlantic north-west of Ireland, in position 55.37N, 12.19W, by depth charges from the British destroyers HMS Harvester and HMS Highlander. 9 dead and 33 survivors.",30/10/1940
33,Kptlt.  Hans-Wilhelm von Dresky,1,41,P,19/08/1939,Wilhelmshaven,28/09/1939,Wilhelmshaven,"5,914",25/03/1935,11/06/1936,25/07/1936,SANK,"Sunk on 12 February 1940 in the Firth of Clyde, in position 55.23,4N, 05.08,2W, by depth charges from the British minesweeper HMS Gleaner. 25 dead and 17 survivors.",12/02/1940
33,Kptlt.  Hans-Wilhelm von Dresky,2,29,P,29/10/1939,Wilhelmshaven,26/11/1939,Wilhelmshaven,"17,017",25/03/1935,11/06/1936,25/07/1936,SANK,"Sunk on 12 February 1940 in the Firth of Clyde, in position 55.23,4N, 05.08,2W, by depth charges from the British minesweeper HMS Gleaner. 25 dead and 17 survivors.",12/02/1940
33,Kptlt.  Hans-Wilhelm von Dresky,3,8,P,05/02/1940,Wilhelmshaven,12/02/1940,Sunk,NA,25/03/1935,11/06/1936,25/07/1936,SANK,"Sunk on 12 February 1940 in the Firth of Clyde, in position 55.23,4N, 05.08,2W, by depth charges from the British minesweeper HMS Gleaner. 25 dead and 17 survivors.",12/02/1940
34,Kptlt.  Wilhelm Rollmann,1,39,P,19/08/1939,Wilhelmshaven,26/09/1939,Wilhelmshaven,"13,138",25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,2,27,P,17/10/1939,Wilhelmshaven,12/11/1939,Wilhelmshaven,"19,722",25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,3,37,P,01/01/1940,Wilhelmshaven,06/02/1940,Wilhelmshaven,"13,432",25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,4,20,P,11/03/1940,Wilhelmshaven,30/03/1940,Wilhelmshaven,NA,25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,5,28,P,03/04/1940,Wilhelmshaven,30/04/1940,Wilhelmshaven,595,25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,6,27,P,22/06/1940,Wilhelmshaven,18/07/1940,Lorient,"22,434",25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
34,Kptlt.  Wilhelm Rollmann,7,12,P,23/07/1940,Lorient,03/08/1940,Wilhelmshaven,"29,990",25/03/1935,17/07/1936,12/09/1936,SANK,"Sank at 2155hrs on 5 August 1943 in the Baltic Sea at Memel, in position 55.43,7N, 21.06,5E after a collision with the  U-boat tender Lech. 4 dead and 39 survivors.",28/11/2155
35,Kptlt.  Werner Lott,1,6,P,27/08/1939,Memel,01/09/1939,Kiel,NA,25/03/1935,24/09/1936,03/11/1936,SANK,"Sunk on 29 November 1939 in the North Sea north-west of Bergen, in position 60.53N, 02.47E, by depth charges from the British destroyers HMS Kashmir, HMS Kingston and HMS Icarus. 43 survivors (no casualties).",29/11/1939
35,Kptlt.  Werner Lott,2,34,P,09/09/1939,Wilhelmshaven,12/10/1939,Wilhelmshaven,"13,864",25/03/1935,24/09/1936,03/11/1936,SANK,"Sunk on 29 November 1939 in the North Sea north-west of Bergen, in position 60.53N, 02.47E, by depth charges from the British destroyers HMS Kashmir, HMS Kingston and HMS Icarus. 43 survivors (no casualties).",29/11/1939
35,Kptlt.  Werner Lott,3,12,P,18/11/1939,Wilhelmshaven,29/11/1939,Sunk,NA,25/03/1935,24/09/1936,03/11/1936,SANK,"Sunk on 29 November 1939 in the North Sea north-west of Bergen, in position 60.53N, 02.47E, by depth charges from the British destroyers HMS Kashmir, HMS Kingston and HMS Icarus. 43 survivors (no casualties).",29/11/1939
36,Kptlt.  Wilhelm Fröhlich,1,7,P,31/08/1939,Wilhelmshaven,06/09/1939,Kiel,NA,25/03/1935,04/11/1936,16/12/1936,SANK,"Sunk on 4 December 1939 in the North Sea south-west of Kristiansand, in position 57.00N, 05.20E, by a torpedo from the British submarine HMS Salmon. 40 dead (all hands lost).",04/12/1939
36,Kptlt.  Wilhelm Fröhlich,2,24,P,07/09/1939,Kiel,30/09/1939,Kiel,"4,430",25/03/1935,04/11/1936,16/12/1936,SANK,"Sunk on 4 December 1939 in the North Sea south-west of Kristiansand, in position 57.00N, 05.20E, by a torpedo from the British submarine HMS Salmon. 40 dead (all hands lost).",04/12/1939
36,KrvKpt.  Wilhelm Fröhlich,3,3,P,02/12/1939,Kiel,04/12/1939,Sunk,NA,25/03/1935,04/11/1936,16/12/1936,SANK,"Sunk on 4 December 1939 in the North Sea south-west of Kristiansand, in position 57.00N, 05.20E, by a torpedo from the British submarine HMS Salmon. 40 dead (all hands lost).",04/12/1939
37,Kptlt.  Heinrich Schuch,1,28,P,19/08/1939,Wilhelmshaven,15/09/1939,Wilhelmshaven,NA,29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,KrvKpt.  Werner Hartmann,2,35,P,05/10/1939,Wilhelmshaven,08/11/1939,Wilhelmshaven,"35,305",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,KrvKpt.  Werner Hartmann,3,31,P,28/01/1940,Wilhelmshaven,27/02/1940,Wilhelmshaven,"24,539",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,KrvKpt.  Werner Hartmann,4,20,P,30/03/1940,Wilhelmshaven,18/04/1940,Wilhelmshaven,"18,715",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Victor Oehrn,5,26,P,15/05/1940,Wilhelmshaven,09/06/1940,Wilhelmshaven,"50,640",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Victor Oehrn,6,12,P,01/08/1940,Wilhelmshaven,12/08/1940,Lorient,"9,130",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Victor Oehrn,7,14,P,17/08/1940,Lorient,30/08/1940,Lorient,"24,409",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Victor Oehrn,8,29,P,24/09/1940,Lorient,22/10/1940,Lorient,"30,100",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Oblt.  Asmus Nicolai Clausen,9,41,P,28/11/1940,Lorient,07/01/1941,Lorient,"11,201",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Asmus Nicolai Clausen,10,20,P,30/01/1941,Lorient,18/02/1941,Lorient,"4,781",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
37,Kptlt.  Asmus Nicolai Clausen,11,24,P,27/02/1941,Lorient,22/03/1941,Kiel,"3,141",29/07/1936,14/05/1938,04/08/1938,NA,"Scuttled on 5 May 1945 in Hörup Haff, in position 54.55N, 09.47E. Wreck broken up in 1946. ",05/05/1945
38,Kptlt.  Heinrich Liebe,1,31,P,19/08/1939,Wilhelmshaven,18/09/1939,Wilhelmshaven,"16,698",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,2,33,P,14/11/1939,Wilhelmshaven,16/12/1939,Wilhelmshaven,"13,269",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,3,40,P,26/02/1940,Wilhelmshaven,05/04/1940,Wilhelmshaven,"15,849",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,4,20,P,08/04/1940,Wilhelmshaven,27/04/1940,Wilhelmshaven,NA,29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,5,27,P,06/06/1940,Wilhelmshaven,02/07/1940,Wilhelmshaven,"30,353",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,6,34,P,01/08/1940,Wilhelmshaven,03/09/1940,Lorient,"15,001",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,7,30,P,25/09/1940,Lorient,24/10/1940,Lorient,"35,905",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,8,36,P,18/12/1940,Lorient,22/01/1941,Lorient,"16,583",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,Kptlt.  Heinrich Liebe,9,82,P,09/04/1941,Lorient,29/06/1941,Lorient,"47,279",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,KrvKpt.  Heinrich Schuch,10,40,P,06/08/1941,Lorient,14/09/1941,Lorient,"1,700",29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
38,KrvKpt.  Heinrich Schuch,11,38,P,15/10/1941,Lorient,21/11/1941,Bergen,NA,29/07/1936,09/08/1938,24/10/1938,NA,"Scuttled on 5 May 1945 west of Wesermünde, in position 53.34N, 08.32E. Wreck broken up in 1948. ",05/05/1945
39,Kptlt.  Gerhard Glattes,1,27,P,19/08/1939,Wilhelmshaven,14/09/1939,Sunk,NA,29/07/1936,22/09/1938,10/12/1938,SANK,"Sunk on 14 September 1939 in the North Atlantic west of Hebrides, in position 58.32N, 11.49W, by depth charges from the British destroyers HMS Faulknor, HMS Foxhound and HMS Firedrake. 44 survivors (no casualties).",14/09/1939
40,Kptlt.  Werner von Schmidt,1,31,P,19/08/1939,Wilhelmshaven,18/09/1939,Wilhelmshaven,NA,29/07/1936,09/11/1938,11/02/1939,SANK,"Sunk on 13 October 1939 in the English Channel east of Dover, in position 51.07,5N, 01.48E, by a mine in the British minefield C3. 45 dead and 3 survivors.",13/10/1939
40,Kptlt.  Wolfgang Barten,2,4,P,10/10/1939,Wilhelmshaven,13/10/1939,Sunk,NA,29/07/1936,09/11/1938,11/02/1939,SANK,"Sunk on 13 October 1939 in the English Channel east of Dover, in position 51.07,5N, 01.48E, by a mine in the British minefield C3. 45 dead and 3 survivors.",13/10/1939
41,Oblt.  Gustav-Adolf Mugler,1,30,P,19/08/1939,Wilhelmshaven,17/09/1939,Wilhelmshaven,"2,073",21/11/1936,28/01/1939,22/04/1939,SANK,"Sunk on 5 February 1940 in the North Atlantic south-west of Ireland, in position 49.20N, 10.04W, by depth charges from the British destroyer HMS Antelope. 49 dead (all hands lost).",05/02/1940
41,Kptlt.  Gustav-Adolf Mugler,2,31,P,07/11/1939,Wilhelmshaven,07/12/1939,Wilhelmshaven,"12,941",21/11/1936,28/01/1939,22/04/1939,SANK,"Sunk on 5 February 1940 in the North Atlantic south-west of Ireland, in position 49.20N, 10.04W, by depth charges from the British destroyer HMS Antelope. 49 dead (all hands lost).",05/02/1940
41,Kptlt.  Gustav-Adolf Mugler,3,10,P,27/01/1940,Helgoland,05/02/1940,Sunk,"17,970",21/11/1936,28/01/1939,22/04/1939,SANK,"Sunk on 5 February 1940 in the North Atlantic south-west of Ireland, in position 49.20N, 10.04W, by depth charges from the British destroyer HMS Antelope. 49 dead (all hands lost).",05/02/1940
42,Kptlt.  Rolf Dau,1,12,P,02/10/1939,Wilhelmshaven,13/10/1939,Sunk,"4,803",21/11/1936,16/02/1939,15/07/1939,SANK,"Sunk on 13 October 1939 in the North Atlantic south-west of Ireland, in position 49.12N, 16.00W, by depth charges from the British destroyers HMS Imogen and HMS Ilex.
 26 dead and 20 survivors.",13/10/1939
43,Kptlt.  Wilhelm Ambrosius,1,39,P,06/11/1939,Wilhelmshaven,14/12/1939,Wilhelmshaven,"11,772",21/11/1936,23/05/1939,26/08/1939,SANK,"Sunk on 30 July 1943 in the North Atlantic south-west of the Azores, in position 34.57N, 35.11W, by a Fido homing torpedo from an Avenger aircraft (VC-29 USN/T-13), assisted by a Wildcat aircraft (VC-29 USN/F-2), of the US escort carrier USS Santee. 55 dead (all hands lost).",30/07/1943
43,Kptlt.  Wilhelm Ambrosius,2,25,P,13/03/1940,Wilhelmshaven,06/04/1940,Wilhelmshaven,NA,21/11/1936,23/05/1939,26/08/1939,SANK,"Sunk on 30 July 1943 in the North Atlantic south-west of the Azores, in position 34.57N, 35.11W, by a Fido homing torpedo from an Avenger aircraft (VC-29 USN/T-13), assisted by a Wildcat aircraft (VC-29 USN/F-2), of the US escort carrier USS Santee. 55 dead (all hands lost).",30/07/1943
